NewCode,NewCodeDesc,SameSimCode,CPTDesc,Comments
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",C1029,"CATHETER, BALLOON DILATATION, CONTROLLED RADIAL EXPANSION (CRE) BALLOON DILATATION CATHETER WIRE GUIDED AND FIXED WIRE, QUANTUM DILATION BALLOON, MS CLASSIQUE BALLOON DILATION CATHETER",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",33967,"Insertion of intra-aortic balloon assist device, percutaneous",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",33971,"Removal of intra-aortic balloon assist device including repair of femoral artery, with or without graft",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",C1810,"CATHETER, BALLOON DILATATION, D114S OVER-THE-WIRE BALLOON DILATATION CATHETER",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",35460,"Transluminal balloon angioplasty, open; venous",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",35476,"Transluminal balloon angioplasty, percutaneous; venous",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",35452,"Transluminal balloon angioplasty, open; aortic",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",C1726,"CATHETER, BALLOON DILATATION, NON-VASCULAR",Present in Autoproposal
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",52441,"Cystourethroscopy, with insertion of permanent adjustable transprostatic implant; single implant",Present only by MD
0550T,"Transperineal periurethral balloon continence device; removal, each balloon",C9746,"TRANSPERINEAL IMPLANTATION OF PERMANENT ADJUSTABLE BALLOON CONTINENCE DEVICE, WITH CYSTOURETHROSCOPY, WHEN PERFORMED AND/OR FLUOROSCOPY, WHEN PERFORMED",Present only by MD
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,53040,Drainage of deep periurethral abscess,Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,33968,"Removal of intra-aortic balloon assist device, percutaneous",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,C1029,"CATHETER, BALLOON DILATATION, CONTROLLED RADIAL EXPANSION (CRE) BALLOON DILATATION CATHETER WIRE GUIDED AND FIXED WIRE, QUANTUM DILATION BALLOON, MS CLASSIQUE BALLOON DILATION CATHETER",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,33967,"Insertion of intra-aortic balloon assist device, percutaneous",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,C1810,"CATHETER, BALLOON DILATATION, D114S OVER-THE-WIRE BALLOON DILATATION CATHETER",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,35460,"Transluminal balloon angioplasty, open; venous",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,35476,"Transluminal balloon angioplasty, percutaneous; venous",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,35452,"Transluminal balloon angioplasty, open; aortic",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,C1726,"CATHETER, BALLOON DILATATION, NON-VASCULAR",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,35472,"Transluminal balloon angioplasty, percutaneous; aortic",Present in Autoproposal
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,C9746,"TRANSPERINEAL IMPLANTATION OF PERMANENT ADJUSTABLE BALLOON CONTINENCE DEVICE, WITH CYSTOURETHROSCOPY, WHEN PERFORMED AND/OR FLUOROSCOPY, WHEN PERFORMED",Present only by MD
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,52441,"Cystourethroscopy, with insertion of permanent adjustable transprostatic implant; single implant",Present only by MD
0551T,Transperineal periurethral balloon continence device; adjustment of balloon(s) fluid volume,55874,"Transperineal placement of biodegradable material, peri-prostatic, single or multiple injection(s), including image guidance, when performed",Present only by MD
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",96004,"Review and interpretation by physician or other qualified health care professional of comprehensive computer-based motion analysis, dynamic plantar pressure measurements, dynamic surface electromyography during walking or other functional activities, and dynamic fine wire electromyography, with written report",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",76885,"Ultrasound, infant hips, real time with imaging documentation; dynamic (requiring physician or other qualified health care professional manipulation)",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",90935,Hemodialysis procedure with single evaluation by a physician or other qualified health care professional,Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",99156,"Moderate sedation services provided by a physician or other qualified health care professional other than the physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports; initial 15 minutes of intraservice time, patient age 5 years or older",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",99155,"Moderate sedation services provided by a physician or other qualified health care professional other than the physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports; initial 15 minutes of intraservice time, patient younger than 5 years of age",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",99157,Moderate sedation services provided by a physician or other qualified health care professional other than the physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports; each additional 15 minutes intraservice time (List separately in addition to code for primary service),Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",76001,"Fluoroscopy, physician or other qualified health care professional time more than 1 hour, assisting a nonradiologic physician or other qualified health care professional (eg, nephrostolithotomy, ERCP, bronchoscopy, transbronchial biopsy)",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",99183,"Physician or other qualified health care professional attendance and supervision of hyperbaric oxygen therapy, per session",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",76000,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",0362T,"Exposure behavioral follow-up assessment, includes physician or other qualified health care professional direction with interpretation and report, administered by physician or other qualified health care professional with the assistance of one or more technicians; first 30 minutes of technician(s) time, face-to-face with the patient",Present in Autoproposal
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",E0221,INFRARED HEATING PAD SYSTEM,Present only by MD
0552T,"Low-level laser therapy, dynamic photonic and dynamic thermokinetic energies, provided by a physician or other qualified health care professional",S8948,APPLICATION OF A MODALITY (REQUIRING CONSTANT PROVIDER ATTENDANCE) TO ONE OR MORE AREAS; LOW-LEVEL LASER; EACH 15 MINUTES,Present only by MD
0553T,"Percutaneous transcatheter placement of iliac arteriovenous anastomosis implant, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention",37243,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; for tumors, organ ischemia, or infarction",Present in Autoproposal
0553T,"Percutaneous transcatheter placement of iliac arteriovenous anastomosis implant, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention",37244,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; for arterial or venous hemorrhage or lymphatic extravasation",Present in Autoproposal
