CPTCode,CPTLongDesc
90255,DELETED CODE
90256,DELETED CODE
90257,DELETED CODE
90258,DELETED CODE
90259,DELETED CODE
90260,DELETED CODE
90261,DELETED CODE
90262,DELETED CODE
90263,DELETED CODE
90264,DELETED CODE
90265,DELETED CODE
90266,DELETED CODE
90267,DELETED CODE
90268,DELETED CODE
90269,DELETED CODE
90270,DELETED CODE
90271,DELETED CODE
90272,DELETED CODE
90273,DELETED CODE
90274,DELETED CODE
90275,DELETED CODE
90276,DELETED CODE
90277,DELETED CODE
90278,DELETED CODE
90279,DELETED CODE
90280,DELETED CODE
90281,HUMAN IG IM
90282,DELETED CODE
90283,HUMAN IG IV
90287,BOTULINUM ANTITOXIN
90288,BOTULISM IG IV
90291,CMV IG IV
90292,DELETED CODE
90296,DIPHTHERIA ANTITOXIN
90300,DELETED CODE
90301,DELETED CODE
90302,DELETED CODE
90303,DELETED CODE
90304,DELETED CODE
90305,DELETED CODE
90306,DELETED CODE
90307,DELETED CODE
90308,DELETED CODE
90966,ESRD HOME PT SERV P MO 20+
90967,ESRD SVC PR DAY PT <2
90968,ESRD SVC PR DAY PT 2-11
90969,ESRD SVC PR DAY PT 12-19
90970,ESRD SVC PR DAY PT 20+
90971,DELETED CODE
90972,DELETED CODE
90973,DELETED CODE
90974,DELETED CODE
90975,DELETED CODE
90976,DELETED CODE
90977,DELETED CODE
90978,DELETED CODE
90979,DELETED CODE
90980,DELETED CODE
90981,DELETED CODE
90982,DELETED CODE
90983,DELETED CODE
90984,DELETED CODE
90985,DELETED CODE
90988,DELETED CODE
90989,DIALYSIS TRAINING COMPLETE
90990,DELETED CODE
90991,DELETED CODE
90992,DELETED CODE
90993,DIALYSIS TRAINING INCOMPL
90994,DELETED CODE
90995,DELETED CODE
90997,HEMOPERFUSION
90998,DELETED CODE
90999,DIALYSIS PROCEDURE
91000,ESOPHAGEAL INTUBATION
91010,ESOPHAGUS MOTILITY STUDY
91011,ESOPHAGUS MOTILITY STUDY
93544,INJECTION FOR AORTOGRAPHY
93545,INJECT FOR CORONARY X-RAYS
93546,DELETED CODE
93547,DELETED CODE
93548,DELETED CODE
93549,DELETED CODE
93550,DELETED CODE
93551,DELETED CODE
93552,DELETED CODE
93553,DELETED CODE
93555,"IMAGING, CARDIAC CATH"
93556,"IMAGING, CARDIAC CATH"
93561,CARDIAC OUTPUT MEASUREMENT
93562,CARD OUTPUT MEASURE SUBSQ
93570,DELETED CODE
93571,HEART FLOW RESERVE MEASURE
93572,HEART FLOW RESERVE MEASURE
93580,TRANSCATH CLOSURE OF ASD
93581,TRANSCATH CLOSURE OF VSD
93600,BUNDLE OF HIS RECORDING
93602,INTRA-ATRIAL RECORDING
93603,RIGHT VENTRICULAR RECORDING
93604,DELETED CODE
93605,DELETED CODE
93606,DELETED CODE
93607,LEFT VENTRICULAR RECORDING
93608,DELETED CODE
95951,EEG MONITORING/VIDEORECORD
95952,DELETED CODE
95953,EEG MONITORING/COMPUTER
95954,EEG MONITORING/GIVING DRUGS
95955,EEG DURING SURGERY
95956,EEG MONITOR TECHNOL ATTENDED
95957,EEG DIGITAL ANALYSIS
95958,EEG MONITORING/FUNCTION TEST
95961,ELECTRODE STIMULATION BRAIN
95962,ELECTRODE STIM BRAIN ADD-ON
95965,MEG SPONTANEOUS
95966,MEG EVOKED SINGLE
95967,MEG EVOKED EACH ADDL
90309,DELETED CODE
90310,DELETED CODE
90311,DELETED CODE
90312,DELETED CODE
90313,DELETED CODE
90314,DELETED CODE
90315,DELETED CODE
90316,DELETED CODE
90317,DELETED CODE
90318,DELETED CODE
90319,DELETED CODE
90320,DELETED CODE
90321,DELETED CODE
90322,DELETED CODE
90323,DELETED CODE
90324,DELETED CODE
90325,DELETED CODE
90326,DELETED CODE
90327,DELETED CODE
90328,DELETED CODE
90329,DELETED CODE
90330,DELETED CODE
90331,DELETED CODE
90332,DELETED CODE
90333,DELETED CODE
90334,DELETED CODE
90335,DELETED CODE
90336,DELETED CODE
90337,DELETED CODE
90338,DELETED CODE
90339,DELETED CODE
90340,DELETED CODE
90341,DELETED CODE
90342,DELETED CODE
90343,DELETED CODE
90344,DELETED CODE
90345,DELETED CODE
90346,DELETED CODE
90347,DELETED CODE
90348,DELETED CODE
90349,DELETED CODE
90350,DELETED CODE
90351,DELETED CODE
90352,DELETED CODE
90353,DELETED CODE
90354,DELETED CODE
90355,DELETED CODE
90356,DELETED CODE
90357,DELETED CODE
90358,DELETED CODE
90359,DELETED CODE
90360,DELETED CODE
90361,DELETED CODE
90362,DELETED CODE
90363,DELETED CODE
90364,DELETED CODE
90365,DELETED CODE
90366,DELETED CODE
90367,DELETED CODE
90368,DELETED CODE
90369,DELETED CODE
90370,DELETED CODE
90371,HEP B IG IM
90375,RABIES IG IM/SC
91012,ESOPHAGUS MOTILITY STUDY
91020,GASTRIC MOTILITY STUDIES
91022,DUODENAL MOTILITY STUDY
91030,ACID PERFUSION OF ESOPHAGUS
91032,"ESOPHAGUS, ACID REFLUX TEST"
91033,PROLONGED ACID REFLUX TEST
91034,GASTROESOPHAGEAL REFLUX TEST
91035,G-ESOPH REFLX TST W/ELECTROD
91037,ESOPH IMPED FUNCTION TEST
91038,ESOPH IMPED FUNCT TEST > 1HR
91040,ESOPH BALLOON DISTENSION TST
91052,GASTRIC ANALYSIS TEST
91055,GASTRIC INTUBATION FOR SMEAR
91060,GASTRIC SALINE LOAD TEST
91065,BREATH HYDROGEN/METHANE TEST
91090,DELETED CODE
91100,PASS INTESTINE BLEEDING TUBE
91105,GASTRIC INTUBATION TREATMENT
91110,GI TRACT CAPSULE ENDOSCOPY
91111,ESOPHAGEAL CAPSULE ENDOSCOPY
91120,RECTAL SENSATION TEST
91122,ANAL PRESSURE RECORD
93609,MAP TACHYCARDIA ADD-ON
93610,INTRA-ATRIAL PACING
93612,INTRAVENTRICULAR PACING
93613,ELECTROPHYS MAP 3D ADD-ON
93614,DELETED CODE
93615,ESOPHAGEAL RECORDING
93616,ESOPHAGEAL RECORDING
93618,HEART RHYTHM PACING
93619,ELECTROPHYSIOLOGY EVALUATION
93620,ELECTROPHYSIOLOGY EVALUATION
93621,ELECTROPHYSIOLOGY EVALUATION
93622,ELECTROPHYSIOLOGY EVALUATION
93623,STIMULATION PACING HEART
93624,ELECTROPHYSIOLOGIC STUDY
93630,DELETED CODE
93631,HEART PACING MAPPING
95970,ALYS NPGT W/O PRGRMG
95971,ALYS SMPL SP/PN NPGT W/PRGRM
95972,ALYS CPLX SP/PN NPGT W/PRGRM
95973,ANALYZE NEUROSTIM COMPLEX
95974,CRANIAL NEUROSTIM COMPLEX
95975,CRANIAL NEUROSTIM COMPLEX
90376,RABIES IG HEAT TREATED
90378,RSV MAB IM 50MG
90379,"RSV IG, IV"
90384,RH IG FULL-DOSE IM
90385,RH IG MINIDOSE IM
90386,RH IG IV
90389,TETANUS IG IM
90393,VACCINA IG IM
90396,VARICELLA-ZOSTER IG IM
90399,IMMUNE GLOBULIN
90400,DELETED CODE
90401,DELETED CODE
90402,DELETED CODE
90403,DELETED CODE
90404,DELETED CODE
90405,DELETED CODE
90406,DELETED CODE
90407,DELETED CODE
90408,DELETED CODE
90409,DELETED CODE
90410,DELETED CODE
90411,DELETED CODE
90412,DELETED CODE
90413,DELETED CODE
90414,DELETED CODE
90415,DELETED CODE
90416,DELETED CODE
90417,DELETED CODE
90418,DELETED CODE
90419,DELETED CODE
90420,DELETED CODE
90421,DELETED CODE
90422,DELETED CODE
90423,DELETED CODE
90424,DELETED CODE
90425,DELETED CODE
90426,DELETED CODE
90427,DELETED CODE
90428,DELETED CODE
90429,DELETED CODE
90430,DELETED CODE
90431,DELETED CODE
90432,DELETED CODE
90433,DELETED CODE
90434,DELETED CODE
90435,DELETED CODE
90436,DELETED CODE
90437,DELETED CODE
90438,DELETED CODE
90439,DELETED CODE
90440,DELETED CODE
90441,DELETED CODE
91123,IRRIGATE FECAL IMPACTION
91132,ELECTROGASTROGRAPHY
91133,ELECTROGASTROGRAPHY W/TEST
91299,GASTROENTEROLOGY PROCEDURE
92002,EYE EXAM NEW PATIENT
92004,EYE EXAM NEW PATIENT
92012,EYE EXAM ESTABLISH PATIENT
92014,EYE EXAM&TX ESTAB PT 1/>VST
92015,DETERMINE REFRACTIVE STATE
92018,NEW EYE EXAM & TREATMENT
92019,EYE EXAM & TREATMENT
92020,SPECIAL EYE EVALUATION
92025,CORNEAL TOPOGRAPHY
92060,SPECIAL EYE EVALUATION
92065,ORTHOPTIC/PLEOPTIC TRAINING
92070,FITTING OF CONTACT LENS
92081,VISUAL FIELD EXAMINATION(S)
93640,EVALUATION HEART DEVICE
93641,ELECTROPHYSIOLOGY EVALUATION
93642,ELECTROPHYSIOLOGY EVALUATION
93650,ABLATE HEART DYSRHYTHM FOCUS
93651,ABLATE HEART DYSRHYTHM FOCUS
93652,ABLATE HEART DYSRHYTHM FOCUS
93660,TILT TABLE EVALUATION
93662,INTRACARDIAC ECG (ICE)
93668,PERIPHERAL VASCULAR REHAB
93700,DELETED CODE
93701,BIOIMPEDANCE CV ANALYSIS
93710,DELETED CODE
93720,TOTAL BODY PLETHYSMOGRAPHY
93721,PLETHYSMOGRAPHY TRACING
93722,PLETHYSMOGRAPHY REPORT
95978,ANALYZE NEUROSTIM BRAIN/1H
95979,ANALYZ NEUROSTIM BRAIN ADDON
95990,SPIN/BRAIN PUMP REFIL & MAIN
95991,SPIN/BRAIN PUMP REFIL & MAIN
95999,NEUROLOGICAL PROCEDURE
96000,MOTION ANALYSIS VIDEO/3D
96001,MOTION TEST W/FT PRESS MEAS
96002,DYNAMIC SURFACE EMG
96003,DYNAMIC FINE WIRE EMG
96004,PHYS REVIEW OF MOTION TESTS
96020,FUNCTIONAL BRAIN MAPPING
96040,GENETIC COUNSELING 30 MIN
96100,PSYCHOLOGICAL TESTING
90442,DELETED CODE
90443,DELETED CODE
90444,DELETED CODE
90445,DELETED CODE
90446,DELETED CODE
90447,DELETED CODE
90448,DELETED CODE
90449,DELETED CODE
90450,DELETED CODE
90451,DELETED CODE
90452,DELETED CODE
90453,DELETED CODE
90454,DELETED CODE
90455,DELETED CODE
90456,DELETED CODE
90457,DELETED CODE
90458,DELETED CODE
90459,DELETED CODE
90460,IM ADMIN 1ST/ONLY COMPONENT
90462,DELETED CODE
90463,DELETED CODE
90464,DELETED CODE
90465,"IMMUNE ADMIN 1 INJ, < 8 YRS"
90466,"IMMUNE ADMIN ADDL INJ, < 8 Y"
90467,"IMMUNE ADMIN O OR N, < 8 YRS"
90468,"IMMUNE ADMIN O/N, ADDL < 8 Y"
90469,DELETED CODE
90470,IMMUNE ADMIN H1N1 IM/NASAL
90471,IMMUNIZATION ADMIN
90472,IMMUNIZATION ADMIN EACH ADD
92082,VISUAL FIELD EXAMINATION(S)
92083,VISUAL FIELD EXAMINATION(S)
92100,SERIAL TONOMETRY EXAM(S)
92120,TONOGRAPHY & EYE EVALUATION
92130,WATER PROVOCATION TONOGRAPHY
92135,OPHTH DX IMAGING POST SEG
92136,OPHTHALMIC BIOMETRY
92140,GLAUCOMA PROVOCATIVE TESTS
92225,SPECIAL EYE EXAM INITIAL
92226,SPECIAL EYE EXAM SUBSEQUENT
92230,EYE EXAM WITH PHOTOS
92235,FLUORESCEIN ANGRPH UNI/BI
92240,ICG ANGIOGRAPHY UNI/BI
92250,EYE EXAM WITH PHOTOS
92260,OPHTHALMOSCOPY/DYNAMOMETRY
92265,EYE MUSCLE EVALUATION
92270,ELECTRO-OCULOGRAPHY
93724,ANALYZE PACEMAKER SYSTEM
93727,ANALYZE ILR SYSTEM
93731,ANALYZE PACEMAKER SYSTEM
93732,ANALYZE PACEMAKER SYSTEM
93733,"TELEPHONE ANALY, PACEMAKER"
93734,ANALYZE PACEMAKER SYSTEM
93735,ANALYZE PACEMAKER SYSTEM
93736,"TELEPHONIC ANALY, PACEMAKER"
93737,ANALYZE CARDIO/DEFIBRILLATOR
93738,ANALYZE CARDIO/DEFIBRILLATOR
93740,TEMPERATURE GRADIENT STUDIES
93741,ANALYZE HT PACE DEVICE SNGL
96101,PSYCHO TESTING BY PSYCH/PHYS
96102,PSYCHO TESTING BY TECHNICIAN
96103,PSYCHO TESTING ADMIN BY COMP
96105,ASSESSMENT OF APHASIA
96110,DEVELOPMENTAL SCREEN W/SCORE
96111,DEVELOPMENTAL TEST EXTEND
96115,NEUROBEHAVIOR STATUS EXAM
96116,NUBHVL XM PHYS/QHP 1ST HR
96117,NEUROPSYCH TEST BATTERY
96118,NEUROPSYCH TST BY PSYCH/PHYS
96119,NEUROPSYCH TESTING BY TEC
90473,IMMUNE ADMIN ORAL/NASAL
90474,IMMUNE ADMIN ORAL/NASAL ADDL
90476,ADENOVIRUS VACCINE TYPE 4
90477,ADENOVIRUS VACCINE TYPE 7
90500,DELETED CODE
90501,DELETED CODE
90502,DELETED CODE
90503,DELETED CODE
90504,DELETED CODE
90505,DELETED CODE
90506,DELETED CODE
90507,DELETED CODE
90508,DELETED CODE
90509,DELETED CODE
90510,DELETED CODE
90511,DELETED CODE
90512,DELETED CODE
90513,DELETED CODE
90514,DELETED CODE
90515,DELETED CODE
90516,DELETED CODE
90517,DELETED CODE
90518,DELETED CODE
90519,DELETED CODE
90520,DELETED CODE
90521,DELETED CODE
90522,DELETED CODE
90523,DELETED CODE
90524,DELETED CODE
90525,DELETED CODE
90526,DELETED CODE
90527,DELETED CODE
90528,DELETED CODE
90529,DELETED CODE
90530,DELETED CODE
90531,DELETED CODE
90532,DELETED CODE
90533,DELETED CODE
90534,DELETED CODE
90535,DELETED CODE
90536,DELETED CODE
90537,DELETED CODE
90538,DELETED CODE
90539,DELETED CODE
90540,DELETED CODE
90541,DELETED CODE
90542,DELETED CODE
90543,DELETED CODE
90544,DELETED CODE
90545,DELETED CODE
90546,DELETED CODE
90547,DELETED CODE
90548,DELETED CODE
90549,DELETED CODE
90550,DELETED CODE
90551,DELETED CODE
90552,DELETED CODE
90553,DELETED CODE
90554,DELETED CODE
92275,ELECTRORETINOGRAPHY
92280,DELETED CODE
92283,COLOR VISION EXAMINATION
92284,DARK ADAPTATION EYE EXAM
92285,EYE PHOTOGRAPHY
92286,INTERNAL EYE PHOTOGRAPHY
92287,INTERNAL EYE PHOTOGRAPHY
92310,CONTACT LENS FITTING
92311,CONTACT LENS FITTING
92312,CONTACT LENS FITTING
92313,CONTACT LENS FITTING
92314,PRESCRIPTION OF CONTACT LENS
92315,RX CNTACT LENS APHAKIA 1 EYE
92316,RX CNTACT LENS APHAKIA 2 EYE
92317,RX CORNEOSCLERAL CNTACT LENS
92325,MODIFICATION OF CONTACT LENS
92326,REPLACEMENT OF CONTACT LENS
93742,ANALYZE HT PACE DEVICE SNGL
93743,ANALYZE HT PACE DEVICE DUAL
93744,ANALYZE HT PACE DEVICE DUAL
93745,SET-UP CARDIOVERT-DEFIBRILL
93750,INTERROGATION VAD IN PERSON
93760,CEPHALIC THERMOGRAM
93762,PERIPHERAL THERMOGRAM
93770,MEASURE VENOUS PRESSURE
93780,DELETED CODE
93781,DELETED CODE
93784,AMBULATORY BP MONITORING
93786,AMBULATORY BP RECORDING
93788,AMBULATORY BP ANALYSIS
93790,REVIEW/REPORT BP RECORDING
96120,NEUROPSYCH TST ADMIN W/COMP
96150,ASSESS HLTH/BEHAVE INIT
96151,ASSESS HLTH/BEHAVE SUBSEQ
96152,INTERVENE HLTH/BEHAVE INDIV
96153,INTERVENE HLTH/BEHAVE GROUP
96154,INTERV HLTH/BEHAV FAM W/PT
96155,INTERV HLTH/BEHAV FAM NO PT
96400,"CHEMOTHERAPY, SC/IM"
96401,CHEMO ANTI-NEOPL SQ/IM
96402,CHEMO HORMON ANTINEOPL SQ/IM
96405,CHEMO INTRALESIONAL UP TO 7
96406,CHEMO INTRALESIONAL OVER 7
96408,"CHEMOTHERAPY, PUSH TECHNIQUE"
96409,CHEMO IV PUSH SNGL DRUG
96410,"CHEMOTHERAPY,INFUSION METHOD"
96411,CHEMO IV PUSH ADDL DRUG
96412,"CHEMO, INFUSE METHOD ADD-ON"
96413,CHEMO IV INFUSION 1 HR
96414,"CHEMO, INFUSE METHOD ADD-ON"
90555,DELETED CODE
90556,DELETED CODE
90557,DELETED CODE
90558,DELETED CODE
90559,DELETED CODE
90560,DELETED CODE
90561,DELETED CODE
90562,DELETED CODE
90563,DELETED CODE
90564,DELETED CODE
90565,DELETED CODE
90566,DELETED CODE
90567,DELETED CODE
90568,DELETED CODE
90569,DELETED CODE
90570,DELETED CODE
90571,DELETED CODE
90572,DELETED CODE
90573,DELETED CODE
90574,DELETED CODE
90575,DELETED CODE
90576,DELETED CODE
90577,DELETED CODE
90578,DELETED CODE
90579,DELETED CODE
90580,DELETED CODE
90581,ANTHRAX VACCINE SC OR IM
90585,BCG VACCINE PERCUT
90586,BCG VACCINE INTRAVESICAL
90590,DELETED CODE
90592,"CHOLERA VACCINE, ORAL"
90600,DELETED CODE
90601,DELETED CODE
90602,DELETED CODE
90603,DELETED CODE
90604,DELETED CODE
90605,DELETED CODE
90606,DELETED CODE
90607,DELETED CODE
90608,DELETED CODE
90609,DELETED CODE
90610,DELETED CODE
90611,DELETED CODE
90612,DELETED CODE
90613,DELETED CODE
90614,DELETED CODE
90615,DELETED CODE
90616,DELETED CODE
90617,DELETED CODE
90618,DELETED CODE
90620,MENB-4C VACC 2 DOSE IM
90621,MENB-FHBP VACC 2/3 DOSE IM
90622,DELETED CODE
90623,DELETED CODE
90624,DELETED CODE
90626,DELETED CODE
90627,DELETED CODE
90628,DELETED CODE
90629,DELETED CODE
90630,FLU VACC IIV4 NO PRESERV ID
92330,FITTING OF ARTIFICIAL EYE
92335,FITTING OF ARTIFICIAL EYE
92340,FIT SPECTACLES MONOFOCAL
92341,FIT SPECTACLES BIFOCAL
92342,FIT SPECTACLES MULTIFOCAL
92352,FIT APHAKIA SPECTCL MONOFOCL
92353,FIT APHAKIA SPECTCL MULTIFOC
92354,FIT SPECTACLES SINGLE SYSTEM
92355,FIT SPECTACLES COMPOUND LENS
92358,APHAKIA PROSTH SERVICE TEMP
92370,REPAIR & ADJUST SPECTACLES
92371,REPAIR & ADJUST SPECTACLES
92390,SUPPLY OF SPECTACLES
92391,SUPPLY OF CONTACT LENSES
92392,SUPPLY OF LOW VISION AIDS
92393,SUPPLY OF ARTIFICIAL EYE
92395,SUPPLY OF SPECTACLES
92396,SUPPLY OF CONTACT LENSES
92499,EYE SERVICE OR PROCEDURE
92502,EAR AND THROAT EXAMINATION
92504,EAR MICROSCOPY EXAMINATION
92506,SPEECH/HEARING EVALUATION
92507,SPEECH/HEARING THERAPY
93791,DELETED CODE
93792,PT/CAREGIVER TRAINJ HOME INR
93794,DELETED CODE
93795,DELETED CODE
93796,DELETED CODE
93797,CARDIAC REHAB
93798,CARDIAC REHAB/MONITOR
93799,CARDIOVASCULAR PROCEDURE
93850,DELETED CODE
93860,DELETED CODE
93870,DELETED CODE
93875,EXTRACRANIAL STUDY
93880,EXTRACRANIAL BILAT STUDY
93882,EXTRACRANIAL UNI/LTD STUDY
93886,INTRACRANIAL COMPLETE STUDY
93888,INTRACRANIAL LIMITED STUDY
93890,TCD VASOREACTIVITY STUDY
93892,TCD EMBOLI DETECT W/O INJ
93893,TCD EMBOLI DETECT W/INJ
93910,DELETED CODE
93920,DELETED CODE
93921,DELETED CODE
93922,UPR/L XTREMITY ART 2 LEVELS
96415,CHEMO IV INFUSION ADDL HR
96416,CHEMO PROLONG INFUSE W/PUMP
96417,CHEMO IV INFUS EACH ADDL SEQ
96420,CHEMO IA PUSH TECNIQUE
96422,CHEMO IA INFUSION UP TO 1 HR
96423,CHEMO IA INFUSE EACH ADDL HR
96425,CHEMOTHERAPY INFUSION METHOD
96440,CHEMOTHERAPY INTRACAVITARY
96445,"CHEMOTHERAPY, INTRACAVITARY"
96450,CHEMOTHERAPY INTO CNS
96500,DELETED CODE
96501,DELETED CODE
96502,DELETED CODE
96503,DELETED CODE
96504,DELETED CODE
96505,DELETED CODE
96506,DELETED CODE
96507,DELETED CODE
96508,DELETED CODE
96509,DELETED CODE
96510,DELETED CODE
96511,DELETED CODE
96512,DELETED CODE
96520,PORT PUMP REFILL & MAIN
96521,REFILL/MAINT PORTABLE PUMP
96522,REFILL/MAINT PUMP/RESVR SYST
96523,IRRIG DRUG DELIVERY DEVICE
96524,DELETED CODE
96526,DELETED CODE
90632,HEPA VACCINE ADULT IM
90633,HEPA VACC PED/ADOL 2 DOSE IM
90634,HEPA VACC PED/ADOL 3 DOSE
90636,HEP A/HEP B VACC ADULT IM
90640,DELETED CODE
90641,DELETED CODE
90642,DELETED CODE
90643,DELETED CODE
90645,HIB VACCINE HBOC IM
90646,HIB VACCINE PRP-D IM
90647,HIB PRP-OMP VACC 3 DOSE IM
90648,HIB PRP-T VACCINE 4 DOSE IM
90649,4VHPV VACCINE 3 DOSE IM
90650,2VHPV VACCINE 3 DOSE IM
90651,9VHPV VACCINE 2/3 DOSE IM
90652,DELETED CODE
90653,IIV ADJUVANT VACCINE IM
90654,FLU VACC IIV3 NO PRESERV ID
90655,IIV3 VACC NO PRSV 0.25 ML IM
90656,IIV3 VACC NO PRSV 0.5 ML IM
90657,IIV3 VACCINE SPLT 0.25 ML IM
90658,IIV3 VACCINE SPLT 0.5 ML IM
90659,"FLU VACCINE, WHOLE, IM"
90660,LAIV3 VACCINE INTRANASAL
90665,LYME DISEASE VACCINE IM
92508,SPEECH/HEARING THERAPY
92510,REHAB FOR EAR IMPLANT
92511,NASOPHARYNGOSCOPY
92512,NASAL FUNCTION STUDIES
92516,FACIAL NERVE FUNCTION TEST
92520,LARYNGEAL FUNCTION STUDIES
92525,ORAL FUNCTION EVALUATION
92526,ORAL FUNCTION THERAPY
92531,SPONTANEOUS NYSTAGMUS STUDY
92532,POSITIONAL NYSTAGMUS TEST
92533,CALORIC VESTIBULAR TEST
92534,OPTOKINETIC NYSTAGMUS TEST
92541,SPONTANEOUS NYSTAGMUS TEST
92542,POSITIONAL NYSTAGMUS TEST
92543,CALORIC VESTIBULAR TEST
92544,OPTOKINETIC NYSTAGMUS TEST
92545,OSCILLATING TRACKING TEST
92546,SINUSOIDAL ROTATIONAL TEST
92547,SUPPLEMENTAL ELECTRICAL TEST
92548,POSTUROGRAPHY
92551,PURE TONE HEARING TEST AIR
92552,PURE TONE AUDIOMETRY AIR
92553,AUDIOMETRY AIR & BONE
92555,SPEECH THRESHOLD AUDIOMETRY
92556,SPEECH AUDIOMETRY COMPLETE
92557,COMPREHENSIVE HEARING TEST
93924,LWR XTR VASC STDY BILAT
93925,LOWER EXTREMITY STUDY
93926,LOWER EXTREMITY STUDY
93930,UPPER EXTREMITY STUDY
93931,UPPER EXTREMITY STUDY
93950,DELETED CODE
93960,DELETED CODE
93965,EXTREMITY STUDY
93970,EXTREMITY STUDY
93971,EXTREMITY STUDY
93975,VASCULAR STUDY
93976,VASCULAR STUDY
93978,VASCULAR STUDY
93979,VASCULAR STUDY
93980,PENILE VASCULAR STUDY
93981,PENILE VASCULAR STUDY
93990,DOPPLER FLOW TESTING
94002,VENT MGMT INPAT INIT DAY
96530,SYST PUMP REFILL & MAIN
96535,DELETED CODE
96540,DELETED CODE
96542,CHEMOTHERAPY INJECTION
96545,PROVIDE CHEMOTHERAPY AGENT
96549,CHEMOTHERAPY UNSPECIFIED
96567,PDT DSTR PRMLG LES SKN
96570,PHOTODYNMC TX 30 MIN ADD-ON
96571,PHOTODYNAMIC TX ADDL 15 MIN
96900,ULTRAVIOLET LIGHT THERAPY
96902,TRICHOGRAM
96904,WHOLE BODY PHOTOGRAPHY
96910,PHOTOCHEMOTHERAPY WITH UV-B
96912,PHOTOCHEMOTHERAPY WITH UV-A
96913,PHOTOCHEMOTHERAPY UV-A OR B
96920,LASER TX SKIN < 250 SQ CM
96921,LASER TX SKIN 250-500 SQ CM
96922,LASER TX SKIN >500 SQ CM
96999,DERMATOLOGICAL PROCEDURE
90669,PNEUMOCOCCAL VACC 7 VAL IM
90675,RABIES VACCINE IM
90676,RABIES VACCINE ID
90680,RV5 VACC 3 DOSE LIVE ORAL
90690,TYPHOID VACCINE ORAL
90691,TYPHOID VACCINE IM
90692,TYPHOID VACCINE H-P SC/ID
90693,TYPHOID VACCINE AKD SC
90698,DTAP-IPV/HIB VACCINE IM
90699,DELETED CODE
90700,DTAP VACCINE < 7 YRS IM
90701,DTP VACCINE IM
90702,DT VACCINE UNDER 7 YRS IM
90703,TETANUS VACCINE IM
90704,MUMPS VACCINE SC
90705,MEASLES VACCINE SC
90706,RUBELLA VACCINE SC
90707,MMR VACCINE SC
90708,MEASLES-RUBELLA VACCINE SC
90709,"RUBELLA & MUMPS VACCINE, SC"
90710,MMRV VACCINE SC
90711,DELETED CODE
90712,ORAL POLIOVIRUS VACCINE
90713,POLIOVIRUS IPV SC/IM
90714,TD VACC NO PRESV 7 YRS+ IM
92559,GROUP AUDIOMETRIC TESTING
92560,BEKESY AUDIOMETRY SCREEN
92561,BEKESY AUDIOMETRY DIAGNOSIS
92562,LOUDNESS BALANCE TEST
92563,TONE DECAY HEARING TEST
92564,SISI HEARING TEST
92565,STENGER TEST PURE TONE
92566,DELETED CODE
92567,TYMPANOMETRY
92568,ACOUSTIC REFL THRESHOLD TST
92569,ACOUSTIC REFLEX DECAY TEST
92571,FILTERED SPEECH HEARING TEST
92572,STAGGERED SPONDAIC WORD TEST
92573,LOMBARD TEST
92574,DELETED CODE
92575,SENSORINEURAL ACUITY TEST
92576,SYNTHETIC SENTENCE TEST
92577,STENGER TEST SPEECH
92578,DELETED CODE
92579,VISUAL AUDIOMETRY (VRA)
92580,DELETED CODE
92581,DELETED CODE
92582,CONDITIONING PLAY AUDIOMETRY
92583,SELECT PICTURE AUDIOMETRY
92584,ELECTROCOCHLEOGRAPHY
92585,AUDITOR EVOKE POTENT COMPRE
92586,AUDITOR EVOKE POTENT LIMIT
92587,EVOKED AUDITORY TEST LIMITED
92588,EVOKED AUDITORY TST COMPLETE
92589,AUDITORY FUNCTION TEST(S)
92590,HEARING AID EXAM ONE EAR
92591,HEARING AID EXAM BOTH EARS
92592,HEARING AID CHECK ONE EAR
94003,VENT MGMT INPAT SUBQ DAY
94004,VENT MGMT NF PER DAY
94005,HOME VENT MGMT SUPERVISION
94010,BREATHING CAPACITY TEST
94014,PATIENT RECORDED SPIROMETRY
94015,PATIENT RECORDED SPIROMETRY
94016,REVIEW PATIENT SPIROMETRY
94060,EVALUATION OF WHEEZING
94070,EVALUATION OF WHEEZING
94150,VITAL CAPACITY TEST
94160,DELETED CODE
94200,LUNG FUNCTION TEST (MBC/MVV)
94240,RESIDUAL LUNG CAPACITY
94250,EXPIRED GAS COLLECTION
94260,THORACIC GAS VOLUME
94350,LUNG NITROGEN WASHOUT CURVE
94360,MEASURE AIRFLOW RESISTANCE
97000,DELETED CODE
97001,PT EVALUATION
97002,PT RE-EVALUATION
97003,OT EVALUATION
97004,OT RE-EVALUATION
97005,ATHLETIC TRAIN EVAL
97006,ATHLETIC TRAIN REEVAL
97010,HOT OR COLD PACKS THERAPY
97012,MECHANICAL TRACTION THERAPY
97014,ELECTRIC STIMULATION THERAPY
97016,VASOPNEUMATIC DEVICE THERAPY
97018,PARAFFIN BATH THERAPY
97020,MICROWAVE THERAPY
97022,WHIRLPOOL THERAPY
97024,DIATHERMY EG MICROWAVE
97026,INFRARED THERAPY
97028,ULTRAVIOLET THERAPY
97032,ELECTRICAL STIMULATION
97033,ELECTRIC CURRENT THERAPY
97034,CONTRAST BATH THERAPY
97035,ULTRASOUND THERAPY
97036,HYDROTHERAPY
97039,PHYSICAL THERAPY TREATMENT
97100,DELETED CODE
97101,DELETED CODE
97110,THERAPEUTIC EXERCISES
